event_id,event_date,storm_group_id,storm_min_time_ut,min_symh_or_dst,storm_class,include_reason,phase_window,priority_level,opportunity_type
storm_016_2011080713_20110806,2011-08-06,storm_016_2011080713,2011-08-07T13:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_014_2011080603_20110807,2011-08-07,storm_014_2011080603,2011-08-06T03:30:00Z,-115.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_015_2011080702_20110807,2011-08-07,storm_015_2011080702,2011-08-07T02:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_016_2011080713_20110807,2011-08-07,storm_016_2011080713,2011-08-07T13:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_014_2011080603_20110808,2011-08-08,storm_014_2011080603,2011-08-06T03:30:00Z,-115.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_015_2011080702_20110808,2011-08-08,storm_015_2011080702,2011-08-07T02:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_016_2011080713_20110808,2011-08-08,storm_016_2011080713,2011-08-07T13:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_014_2011080603_20110809,2011-08-09,storm_014_2011080603,2011-08-06T03:30:00Z,-115.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_017_2011090917_20110908,2011-09-08,storm_017_2011090917,2011-09-09T17:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_017_2011090917_20110909,2011-09-09,storm_017_2011090917,2011-09-09T17:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_018_2011091004_20110909,2011-09-09,storm_018_2011091004,2011-09-10T04:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_019_2011091022_20110909,2011-09-09,storm_019_2011091022,2011-09-10T22:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_017_2011090917_20110910,2011-09-10,storm_017_2011090917,2011-09-09T17:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_018_2011091004_20110910,2011-09-10,storm_018_2011091004,2011-09-10T04:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_019_2011091022_20110910,2011-09-10,storm_019_2011091022,2011-09-10T22:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_018_2011091004_20110911,2011-09-11,storm_018_2011091004,2011-09-10T04:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_019_2011091022_20110911,2011-09-11,storm_019_2011091022,2011-09-10T22:30:00Z,-55.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_020_2011091221_20110911,2011-09-11,storm_020_2011091221,2011-09-12T21:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_020_2011091221_20110912,2011-09-12,storm_020_2011091221,2011-09-12T21:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_020_2011091221_20110913,2011-09-13,storm_020_2011091221,2011-09-12T21:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_021_2011091715_20110916,2011-09-16,storm_021_2011091715,2011-09-17T15:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_021_2011091715_20110917,2011-09-17,storm_021_2011091715,2011-09-17T15:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_021_2011091715_20110918,2011-09-18,storm_021_2011091715,2011-09-17T15:30:00Z,-72.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_022_2011092623_20110924,2011-09-24,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_022_2011092623_20110925,2011-09-25,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_022_2011092623_20110926,2011-09-26,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_022_2011092623_20110927,2011-09-27,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_023_2011092806_20110927,2011-09-27,storm_023_2011092806,2011-09-28T06:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_022_2011092623_20110928,2011-09-28,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_023_2011092806_20110928,2011-09-28,storm_023_2011092806,2011-09-28T06:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_024_2011092903_20110928,2011-09-28,storm_024_2011092903,2011-09-29T03:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_022_2011092623_20110929,2011-09-29,storm_022_2011092623,2011-09-26T23:30:00Z,-118.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_023_2011092806_20110929,2011-09-29,storm_023_2011092806,2011-09-28T06:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_024_2011092903_20110929,2011-09-29,storm_024_2011092903,2011-09-29T03:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_024_2011092903_20110930,2011-09-30,storm_024_2011092903,2011-09-29T03:30:00Z,-56.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_025_2011102501_20111023,2011-10-23,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_025_2011102501_20111024,2011-10-24,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_025_2011102501_20111025,2011-10-25,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_026_2011102605_20111025,2011-10-25,storm_026_2011102605,2011-10-26T05:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_025_2011102501_20111026,2011-10-26,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_026_2011102605_20111026,2011-10-26,storm_026_2011102605,2011-10-26T05:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_025_2011102501_20111027,2011-10-27,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_026_2011102605_20111027,2011-10-27,storm_026_2011102605,2011-10-26T05:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_025_2011102501_20111028,2011-10-28,storm_025_2011102501,2011-10-25T01:30:00Z,-147.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_027_2011110115_20111031,2011-10-31,storm_027_2011110115,2011-11-01T15:30:00Z,-66.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_027_2011110115_20111101,2011-11-01,storm_027_2011110115,2011-11-01T15:30:00Z,-66.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_028_2011110211_20111101,2011-11-01,storm_028_2011110211,2011-11-02T11:30:00Z,-58.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_029_2011110215_20111101,2011-11-01,storm_029_2011110215,2011-11-02T15:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_027_2011110115_20111102,2011-11-02,storm_027_2011110115,2011-11-01T15:30:00Z,-66.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_028_2011110211_20111102,2011-11-02,storm_028_2011110211,2011-11-02T11:30:00Z,-58.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_029_2011110215_20111102,2011-11-02,storm_029_2011110215,2011-11-02T15:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_028_2011110211_20111103,2011-11-03,storm_028_2011110211,2011-11-02T11:30:00Z,-58.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_029_2011110215_20111103,2011-11-03,storm_029_2011110215,2011-11-02T15:30:00Z,-52.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_030_2012012305_20120122,2012-01-22,storm_030_2012012305,2012-01-23T05:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_030_2012012305_20120123,2012-01-23,storm_030_2012012305,2012-01-23T05:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_030_2012012305_20120124,2012-01-24,storm_030_2012012305,2012-01-23T05:30:00Z,-71.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_031_2012012510_20120124,2012-01-24,storm_031_2012012510,2012-01-25T10:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_031_2012012510_20120125,2012-01-25,storm_031_2012012510,2012-01-25T10:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_031_2012012510_20120126,2012-01-26,storm_031_2012012510,2012-01-25T10:30:00Z,-75.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_032_2012021516_20120214,2012-02-14,storm_032_2012021516,2012-02-15T16:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_032_2012021516_20120215,2012-02-15,storm_032_2012021516,2012-02-15T16:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_032_2012021516_20120216,2012-02-16,storm_032_2012021516,2012-02-15T16:30:00Z,-67.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_033_2012021904_20120218,2012-02-18,storm_033_2012021904,2012-02-19T04:30:00Z,-63.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_033_2012021904_20120219,2012-02-19,storm_033_2012021904,2012-02-19T04:30:00Z,-63.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_033_2012021904_20120220,2012-02-20,storm_033_2012021904,2012-02-19T04:30:00Z,-63.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_034_2012022719_20120226,2012-02-26,storm_034_2012022719,2012-02-27T19:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_034_2012022719_20120227,2012-02-27,storm_034_2012022719,2012-02-27T19:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_034_2012022719_20120228,2012-02-28,storm_034_2012022719,2012-02-27T19:30:00Z,-57.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_035_2012030201_20120301,2012-03-01,storm_035_2012030201,2012-03-02T01:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_035_2012030201_20120302,2012-03-02,storm_035_2012030201,2012-03-02T01:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_035_2012030201_20120303,2012-03-03,storm_035_2012030201,2012-03-02T01:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_036_2012030401_20120303,2012-03-03,storm_036_2012030401,2012-03-04T01:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_036_2012030401_20120304,2012-03-04,storm_036_2012030401,2012-03-04T01:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_036_2012030401_20120305,2012-03-05,storm_036_2012030401,2012-03-04T01:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_037_2012030709_20120306,2012-03-06,storm_037_2012030709,2012-03-07T09:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_037_2012030709_20120307,2012-03-07,storm_037_2012030709,2012-03-07T09:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_038_2012030822_20120307,2012-03-07,storm_038_2012030822,2012-03-08T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_039_2012030908_20120307,2012-03-07,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset,storm_index_selected
storm_037_2012030709_20120308,2012-03-08,storm_037_2012030709,2012-03-07T09:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_038_2012030822_20120308,2012-03-08,storm_038_2012030822,2012-03-08T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_039_2012030908_20120308,2012-03-08,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset,storm_index_selected
storm_038_2012030822_20120309,2012-03-09,storm_038_2012030822,2012-03-08T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_039_2012030908_20120309,2012-03-09,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset,storm_index_selected
storm_039_2012030908_20120310,2012-03-10,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset,storm_index_selected
storm_040_2012031107_20120310,2012-03-10,storm_040_2012031107,2012-03-11T07:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_039_2012030908_20120311,2012-03-11,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset,storm_index_selected
storm_040_2012031107_20120311,2012-03-11,storm_040_2012031107,2012-03-11T07:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_041_2012031216_20120311,2012-03-11,storm_041_2012031216,2012-03-12T16:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_039_2012030908_20120312,2012-03-12,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset,storm_index_selected
storm_040_2012031107_20120312,2012-03-12,storm_040_2012031107,2012-03-11T07:30:00Z,-50.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_041_2012031216_20120312,2012-03-12,storm_041_2012031216,2012-03-12T16:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_042_2012031301_20120312,2012-03-12,storm_042_2012031301,2012-03-13T01:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_041_2012031216_20120313,2012-03-13,storm_041_2012031216,2012-03-12T16:30:00Z,-64.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_042_2012031301_20120313,2012-03-13,storm_042_2012031301,2012-03-13T01:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_042_2012031301_20120314,2012-03-14,storm_042_2012031301,2012-03-13T01:30:00Z,-51.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_043_2012031520_20120314,2012-03-14,storm_043_2012031520,2012-03-15T20:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_043_2012031520_20120315,2012-03-15,storm_043_2012031520,2012-03-15T20:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_044_2012031605_20120315,2012-03-15,storm_044_2012031605,2012-03-16T05:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_043_2012031520_20120316,2012-03-16,storm_043_2012031520,2012-03-15T20:30:00Z,-88.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_044_2012031605_20120316,2012-03-16,storm_044_2012031605,2012-03-16T05:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_045_2012031700_20120316,2012-03-16,storm_045_2012031700,2012-03-17T00:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_044_2012031605_20120317,2012-03-17,storm_044_2012031605,2012-03-16T05:30:00Z,-60.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_045_2012031700_20120317,2012-03-17,storm_045_2012031700,2012-03-17T00:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_046_2012031802_20120317,2012-03-17,storm_046_2012031802,2012-03-18T02:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_045_2012031700_20120318,2012-03-18,storm_045_2012031700,2012-03-17T00:30:00Z,-69.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_046_2012031802_20120318,2012-03-18,storm_046_2012031802,2012-03-18T02:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_046_2012031802_20120319,2012-03-19,storm_046_2012031802,2012-03-18T02:30:00Z,-54.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
storm_047_2012032722_20120326,2012-03-26,storm_047_2012032722,2012-03-27T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_047_2012032722_20120327,2012-03-27,storm_047_2012032722,2012-03-27T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_min_day,primary,storm_index_selected
storm_048_2012032804_20120327,2012-03-27,storm_048_2012032804,2012-03-28T04:30:00Z,-68.0,moderate_storm,dst_threshold_pm1,storm_day_minus_1,primary,storm_index_selected
storm_047_2012032722_20120328,2012-03-28,storm_047_2012032722,2012-03-27T22:30:00Z,-53.0,moderate_storm,dst_threshold_pm1,storm_day_plus_1,primary,storm_index_selected
