seconds,lat,lon,radius
1700.0,30.7288015,-46.175307799999985,6884481.13
1720.0,31.9943444,-46.1909,6884254.07
1740.0,33.2598985,-46.20458429999999,6884027.92
1760.0,34.5254599,-46.2162084,6883802.87
1780.0,35.7910241,-46.22560629999998,6883579.140000001
1800.0,37.056586599999996,-46.232597699999985,6883356.91
1820.0,38.3221424,-46.236985000000004,6883136.41
1840.0,39.5876861,-46.23855209999999,6882917.83
1860.0,40.853212,-46.23706149999998,6882701.4
1880.0,42.118713799999995,-46.2322513,6882487.3
1900.0,43.3841849,-46.22383239999999,6882275.74
1920.0,44.6496177,-46.211483999999984,6882066.93
1940.0,45.9150041,-46.194849500000004,6881861.0600000005
1960.0,47.180335299999996,-46.173531,6881658.34
1980.0,48.4456013,-46.14708329999999,6881458.97
2000.0,49.710791099999994,-46.11500569999998,6881263.15
2020.0,50.975892699999996,-46.076733899999994,6881071.07
2040.0,52.2408924,-46.031628600000005,6880882.94
2060.0,53.505774699999996,-45.978963300000004,6880698.94
2080.0,54.770522299999996,-45.917907799999995,6880519.26
2100.0,56.035115299999994,-45.84750940000001,6880344.09
2120.0,57.2995312,-45.7666696,6880173.61
2140.0,58.563743699999996,-45.674114,6880007.99
2160.0,59.8277225,-45.56835649999999,6879847.41
2180.0,61.091432299999994,-45.44765269999999,6879692.04
2200.0,62.354831399999995,-45.3099412,6879542.03
2220.0,63.617870399999994,-45.1527686,6879397.54
2240.0,64.88049029999999,-44.9731907,6879258.73
2260.0,66.1426197,-44.76764449999999,6879125.74
2280.0,67.40417169999999,-44.531776199999996,6878998.72
2300.0,68.665039,-44.260209799999984,6878877.8
2320.0,69.9250879,-43.9462293,6878763.12
2340.0,71.1841493,-43.5813354,6878654.8
2360.0,72.4420057,-43.15461450000001,6878552.97
2380.0,73.6983735,-42.651821600000005,6878457.72
2400.0,74.95287499999999,-42.0540144,6878369.17
2420.0,76.2049961,-41.33546200000001,6878287.42
2440.0,77.4540191,-40.4603424,6878212.55
2460.0,78.6989119,-39.377333899999996,6878144.65
2480.0,79.9381362,-38.010385799999995,6878083.79
2500.0,81.1693003,-36.2421908,6878030.0600000005
2520.0,82.3884868,-33.882897799999995,6877983.49
2540.0,83.5888535,-30.607026899999994,6877944.16
2560.0,84.7574516,-25.817525399999994,6877912.100000001
2580.0,85.867238,-18.337821899999994,6877887.36
2600.0,86.8553127,-5.7574453000000005,6877869.95
2620.0,87.568468,16.0232522,6877859.9
2640.0,87.7307259,47.00060159999998,6877857.23
2660.0,87.2430395,73.98749240000001,6877861.94
2680.0,86.35774529999999,90.38229139999999,6877874.0200000005
2700.0,85.2941367,99.87161070000002,6877893.47
2720.0,84.1486589,105.73610489999999,6877920.2700000005
2740.0,82.9611714,109.63071209999998,6877954.38
2760.0,81.7497973,112.37230869999996,6877995.78
2780.0,80.5236958,114.39111509999998,6878044.42
2800.0,79.2879263,115.93042830000002,6878100.24
2820.0,78.0454901,117.1367108,6878163.2
2840.0,76.7982729,118.10287519999997,6878233.21
2860.0,75.547516,118.8904943,6878310.22
2880.0,74.29406879999999,119.5418924,6878394.12
2900.0,73.0385316,120.08707709999999,6878484.83
2920.0,71.7813401,120.54789240000002,6878582.26
2940.0,70.5228186,120.94060639999998,6878686.3
2960.0,69.2632131,121.27757689999999,6878796.84
2980.0,68.0027138,121.56835569999998,6878913.75
3000.0,66.7414699,121.82044020000001,6879036.91
3020.0,65.4796004,122.0397964,6879166.19
3040.0,64.2172011,122.23122969999997,6879301.46
3060.0,62.9543502,122.3986539,6879442.57
3080.0,61.6911121,122.54528859999999,6879589.37
3100.0,60.427540699999994,122.67380630000002,6879741.7
3120.0,59.163680799999995,122.78644380000003,6879899.4
3140.0,57.8995708,122.88508780000001,6880062.28
3160.0,56.6352431,122.97134039999997,6880230.18
3180.0,55.3707259,123.0465714,6880402.92
3200.0,54.106043299999996,123.11195880000002,6880580.3
3220.0,52.841216599999996,123.16852119999999,6880762.15
3240.0,51.576264099999996,123.21714399999996,6880948.26
3260.0,50.311202099999996,123.25860109999996,6881138.46
3280.0,49.046045199999995,123.29357110000001,6881332.54
3300.0,47.7808062,123.32265269999999,6881530.3
3320.0,46.515496399999996,123.34637529999998,6881731.54
3340.0,45.2501265,123.36520940000003,6881936.0600000005
3360.0,43.9847055,123.37957469999998,6882143.65
3380.0,42.719242099999995,123.3898466,6882354.11
3400.0,41.4537439,123.39636229999996,6882567.23
3420.0,40.1882181,123.39942529999996,6882782.8
3440.0,38.922671,123.39931009999998,6883000.61
3460.0,37.657108799999996,123.3962654,6883220.45
3480.0,36.3915369,123.39051710000001,6883442.12
3500.0,35.1259605,123.38227130000001,6883665.41
3520.0,33.8603844,123.3717163,6883890.11
3540.0,32.594813,123.3590246,6884116.0200000005
3560.0,31.329250599999998,123.34435480000002,6884342.92
3580.0,30.063701,123.327853,6884570.63
3600.0,28.7981679,123.30965420000001,6884798.93
3620.0,27.532654899999997,123.28988340000001,6885027.62
3640.0,26.2671653,123.26865650000002,6885256.51
3660.0,25.001702299999998,123.24608169999999,6885485.4
3680.0,23.7362687,123.2222597,6885714.100000001
3700.0,22.4708676,123.19728509999999,6885942.42
3720.0,21.2055015,123.1712463,6886170.17
3740.0,19.9401731,123.14422669999999,6886397.18
3760.0,18.6748849,123.11630489999999,6886623.24
3780.0,17.4096393,123.08755550000001,6886848.19
3800.0,16.1444385,123.05804899999998,6887071.850000001
3820.0,14.8792849,123.02785269999998,6887294.04
3840.0,13.6141805,122.9970308,6887514.600000001
3860.0,12.3491275,122.96564490000003,6887733.36
3880.0,11.0841279,122.93375400000002,6887950.17
3900.0,9.8191837,122.90141519999997,6888164.86
3920.0,8.5542968,122.8686836,6888377.3
3940.0,7.2894691,122.83561279999998,6888587.34
3960.0,6.0247024,122.802255,6888794.84
3980.0,4.759998599999999,122.76866100000001,6888999.69
4000.0,3.4953594,122.7348811,6889201.7700000005
4020.0,2.2307864,122.70096460000002,6889400.96
4040.0,0.9662813,122.66696030000003,6889597.16
4060.0,-0.2981542,122.63291649999996,6889790.2700000005
4080.0,-1.5625186,122.59888169999999,6889980.2
4100.0,-2.8268104999999997,122.5649042,6890166.86
4120.0,-4.0910282,122.53103240000002,6890350.17
4140.0,-5.3551703,122.49731539999999,6890530.0600000005
4160.0,-6.6192353,122.4638028,6890706.46
4180.0,-7.8832217,122.43054489999997,6890879.3100000005
4200.0,-9.1471283,122.39759319999996,6891048.57
4220.0,-10.4109535,122.36500030000002,6891214.2
4240.0,-11.6746962,122.33282029999998,6891376.15
4260.0,-12.938355,122.30110889999997,6891534.4
4280.0,-14.201928599999999,122.26992380000002,6891688.9
4300.0,-15.4654156,122.23932489999999,6891839.640000001
4320.0,-16.7288148,122.20937459999999,6891986.600000001
4340.0,-17.992124699999998,122.18013810000002,6892129.75
4360.0,-19.2553441,122.15168349999999,6892269.11
4380.0,-20.5184715,122.1240828,6892404.67
4400.0,-21.7815056,122.09741159999999,6892536.43
4420.0,-23.0444449,122.07175000000001,6892664.4
4440.0,-24.307288,122.0471829,6892788.61
4460.0,-25.5700333,122.02380069999998,6892909.07
4480.0,-26.8326793,122.00169970000002,6893025.82
4500.0,-28.095224199999997,121.98098279999999,6893138.87
4520.0,-29.357666199999997,121.96176059999999,6893248.2700000005
4540.0,-30.620003699999998,121.94415170000002,6893354.05
4560.0,-31.882234399999998,121.92828409999998,6893456.26
4580.0,-33.1443563,121.91429599999998,6893554.93
4600.0,-34.406366999999996,121.90233710000001,6893650.140000001
4620.0,-35.6682641,121.8925701,6893741.91
4640.0,-36.9300448,121.8851722,6893830.32
4660.0,-38.1917061,121.88033669999999,6893915.42
4680.0,-39.4532447,121.8782754,6893997.26
4700.0,-40.7146569,121.87922070000002,6894075.9
4720.0,-41.9759387,121.8834286,6894151.4
4740.0,-43.2370854,121.8911817,6894223.83
4760.0,-44.4980919,121.90279320000002,6894293.23
4780.0,-45.7589525,121.91861059999997,6894359.68
4800.0,-47.0196605,121.93902179999998,6894423.24
4820.0,-48.280208599999995,121.96446029999998,6894483.99
4840.0,-49.5405885,121.9954128,6894541.98
4860.0,-50.8007905,122.03242749999998,6894597.3
4880.0,-52.060803799999995,122.07612460000001,6894650.01
4900.0,-53.3206159,122.12720819999998,6894700.19
4920.0,-54.5802122,122.18648189999999,6894747.9
4940.0,-55.839576,122.25486610000002,6894793.23
4960.0,-57.0986881,122.33342140000002,6894836.24
4980.0,-58.357525599999995,122.4233754,6894877.0200000005
5000.0,-59.616062,122.52615779999996,6894915.63
5020.0,-60.874265799999996,122.64344349999999,6894952.15
5040.0,-62.1320999,122.77720779999999,6894986.65
5060.0,-63.3895196,122.92979689999999,6895019.21
5080.0,-64.6464714,123.10401939999997,6895049.88
5100.0,-65.90289,123.30326559999997,6895078.73
5120.0,-67.1586957,123.53166669999996,6895105.82
5140.0,-68.4137899,123.79430789999998,6895131.22
5160.0,-69.66804909999999,124.09751990000001,6895154.99
5180.0,-70.92131739999999,124.4492836,6895177.17
5200.0,-72.17339439999999,124.8598025,6895197.82
5220.0,-73.4240188,125.34232929999996,6895217.0
5240.0,-74.6728442,125.9143884,6895234.7700000005
5260.0,-75.919401,126.59963149999999,6895251.16
5280.0,-77.1630374,127.43074059999998,6895266.22
5300.0,-78.40282359999999,128.4541301,6895279.99
5320.0,-79.63738699999999,129.73786810000001,6895292.5
5340.0,-80.8646199,131.38565259999996,6895303.78
5360.0,-82.0811234,133.5628135,6895313.87
5380.0,-83.2810776,136.54771900000003,6895322.7700000005
5400.0,-84.45374129999999,140.8403151,6895330.51
5420.0,-85.577364,147.40486369999996,6895337.09
5440.0,-86.6029409,158.2058558,6895342.54
5460.0,-87.4112105,176.929421,6895346.850000001
5480.0,-87.75386259999999,-153.98355479999998,6895350.0200000005
5500.0,-87.43681819999999,-124.5767406,6895352.07
5520.0,-86.642004,-105.4288711,6895352.97
5540.0,-85.6223447,-94.3855104,6895352.74
5560.0,-84.5015335,-87.6940386,6895351.34
5580.0,-83.3303669,-83.33094129999999,6895348.78
5600.0,-82.1312919,-80.3038662,6895345.03
5620.0,-80.9153465,-78.0997975,6895340.07
5640.0,-79.6884911,-76.4339103,6895333.86
5660.0,-78.4541966,-75.1374585,6895326.390000001
5680.0,-77.2146108,-74.1048203,6895317.61
5700.0,-75.9711295,-73.2667843,6895307.49
5720.0,-74.7246971,-72.576225,6895295.96
5740.0,-73.4759748,-72.0000002,6895283.0
5760.0,-72.22543809999999,-71.5141508,6895268.53
5780.0,-70.9734381,-71.1009406,6895252.5200000005
5800.0,-69.7202386,-70.7469674,6895234.9
5820.0,-68.4660423,-70.4419198,6895215.62
5840.0,-67.21100679999999,-70.17773749999999,6895194.61
5860.0,-65.9552566,-69.9480303,6895171.82
5880.0,-64.6988913,-69.7476678,6895147.17
5900.0,-63.4419912,-69.572484,6895120.61
5920.0,-62.184622,-69.4190613,6895092.0600000005
5940.0,-60.926837799999994,-69.2845695,6895061.46
5960.0,-59.668683599999994,-69.1666454,6895028.74
5980.0,-58.410196799999994,-69.06329989999999,6894993.83
6000.0,-57.151408999999994,-68.97284669999999,6894956.65
6020.0,-55.8923469,-68.8938469,6894917.140000001
6040.0,-54.633033399999995,-68.8250654,6894875.22
6060.0,-53.3734879,-68.7654354,6894830.8100000005
6080.0,-52.1137271,-68.71403099999999,6894783.850000001
6100.0,-50.853765599999996,-68.6700443,6894734.26
6120.0,-49.593615799999995,-68.6327673,6894681.95
6140.0,-48.3332887,-68.6015767,6894626.87
6160.0,-47.0727938,-68.5759214,6894568.92
6180.0,-45.8121394,-68.5553125,6894508.05
6200.0,-44.551333,-68.5393143,6894444.16
6220.0,-43.290381,-68.5275372,6894377.19
6240.0,-42.0292892,-68.519632,6894307.07
6260.0,-40.768062799999996,-68.51528429999999,6894233.73
6280.0,-39.5067063,-68.5142102,6894157.100000001
6300.0,-38.2452237,-68.5161526,6894077.12
6320.0,-36.983618899999996,-68.52087829999999,6893993.72
6340.0,-35.7218952,-68.52817449999999,6893906.84
6360.0,-34.4600554,-68.5378472,6893816.43
6380.0,-33.198102399999996,-68.5497185,6893722.43
6400.0,-31.9360388,-68.5636253,6893624.79
6420.0,-30.673866699999998,-68.5794172,6893523.45
6440.0,-29.4115883,-68.59695549999999,6893418.38
6460.0,-28.1492056,-68.616112,6893309.53
6480.0,-26.8867205,-68.6367673,6893196.86
6500.0,-25.6241347,-68.65881089999999,6893080.33
6520.0,-24.3614499,-68.6821392,6892959.93
6540.0,-23.0986676,-68.7066558,6892835.61
6560.0,-21.8357893,-68.73227,6892707.38
6580.0,-20.5728166,-68.7588967,6892575.21
6600.0,-19.3097507,-68.7864555,6892439.09
6620.0,-18.0465931,-68.8148707,6892299.03
6640.0,-16.783345,-68.8440703,6892155.0200000005
6660.0,-15.5200079,-68.8739859,6892007.07
6680.0,-14.256583099999999,-68.9045524,6891855.2
6700.0,-12.993071899999999,-68.9357072,6891699.43
6720.0,-11.7294757,-68.9673906,6891539.8
6740.0,-10.4657957,-68.9995447,6891376.34
6760.0,-9.2020333,-69.03211379999999,6891209.11
6780.0,-7.9381897,-69.0650437,6891038.15
6800.0,-6.674266299999999,-69.0982818,6890863.5200000005
6820.0,-5.4102643,-69.1317768,6890685.29
6840.0,-4.1461852,-69.1654782,6890503.51
6860.0,-2.8820303,-69.1993365,6890318.26
6880.0,-1.6178009999999998,-69.2333027,6890129.63
6900.0,-0.3534987,-69.2673282,6889937.69
6920.0,0.910875,-69.3013648,6889742.53
6940.0,2.1753187,-69.33536409999999,6889544.26
6960.0,3.4398307999999997,-69.3692777,6889342.98
6980.0,4.7044096,-69.4030568,6889138.8
7000.0,5.969053499999999,-69.4366521,6888931.84
7020.0,7.2337608,-69.4700136,6888722.22
7040.0,8.4985298,-69.5030902,6888510.07
7060.0,9.7633587,-69.5358298,6888295.54
7080.0,11.028245499999999,-69.56817889999999,6888078.7700000005
7100.0,12.2931885,-69.6000825,6887859.9
7120.0,13.5581856,-69.6314835,6887639.100000001
7140.0,14.8232349,-69.662323,6887416.5200000005
7160.0,16.0883344,-69.6925396,6887192.33
7180.0,17.3534819,-69.7220691,6886966.7
7200.0,18.6186751,-69.7508443,6886739.8
7220.0,19.883911899999998,-69.7787949,6886511.8100000005
7240.0,21.149189699999997,-69.8058465,6886282.9
7260.0,22.4145061,-69.8319204,6886053.28
7280.0,23.6798586,-69.8569337,6885823.11
7300.0,24.9452444,-69.8807977,6885592.59
7320.0,26.2106607,-69.90341839999999,6885361.91
7340.0,27.476104499999998,-69.924695,6885131.2700000005
7360.0,28.7415727,-69.9445198,6884900.850000001
7380.0,30.0070621,-69.962777,6884670.87
7400.0,31.272568999999997,-69.9793419,6884441.51
7420.0,32.5380898,-69.9940799,6884212.99
7440.0,33.803620599999995,-70.0068454,6883985.5
7460.0,35.0691573,-70.0174802,6883759.24
7480.0,36.3346953,-70.0258125,6883534.43
7500.0,37.600229899999995,-70.0316544,6883311.2700000005
7520.0,38.865756,-70.0348008,6883089.96
7540.0,40.131268,-70.0350265,6882870.7
7560.0,41.3967601,-70.03208359999999,6882653.71
7580.0,42.6622256,-70.0256988,6882439.17
7600.0,43.927657499999995,-70.0155698,6882227.3
7620.0,45.1930481,-70.00136069999999,6882018.3
7640.0,46.458388799999994,-69.9826977,6881812.390000001
7660.0,47.723670399999996,-69.959163,6881609.76
7680.0,48.988882399999994,-69.93028819999999,6881410.62
7700.0,50.2540136,-69.8955464,6881215.18
7720.0,51.519050899999996,-69.854342,6881023.63
7740.0,52.7839801,-69.8059995,6880836.18
7760.0,54.048784899999994,-69.7497494,6880653.0200000005
7780.0,55.313447,-69.6847112,6880474.34
7800.0,56.5779454,-69.6098719,6880300.32
7820.0,57.8422558,-69.5240608,6880131.16
7840.0,59.1063506,-69.4259167,6879967.01
7860.0,60.370197299999994,-69.3138479,6879808.0600000005
7880.0,61.6337579,-69.1859808,6879654.47
7900.0,62.8969877,-69.0400945,6879506.4
7920.0,64.1598333,-68.87353689999999,6879364.0
7940.0,65.42223059999999,-68.6831141,6879227.42
7960.0,66.6841021,-68.4649453,6879096.8
7980.0,67.94535259999999,-68.21426749999999,6878972.28
8000.0,69.2058643,-67.9251712,6878853.98
8020.0,70.4654892,-67.590234,6878742.03
8040.0,71.72403919999999,-67.2000058,6878636.53
8060.0,72.9812707,-66.7422699,6878537.600000001
8080.0,74.2368633,-66.2009574,6878445.34
8100.0,75.4903866,-65.5545128,6878359.84
8120.0,76.7412485,-64.7733581,6878281.2
8140.0,77.9886125,-63.81582979999999,6878209.5
8160.0,79.2312578,-62.62140969999999,6878144.82
8180.0,80.4673339,-61.098945,6878087.23
8200.0,81.6939019,-59.1050654,6878036.8
8220.0,82.9060231,-56.4022454,6877993.58
8240.0,84.09478899999999,-52.57180349999999,6877957.61
8260.0,85.2426533,-46.821553800000004,6877928.93
8280.0,86.31122769999999,-37.55061230000001,6877907.58
8300.0,87.2079344,-21.56808670000001,6877893.58
8320.0,87.7200582,4.935856199999989,6877886.94
8340.0,87.5886592,36.062402599999984,6877887.67
8360.0,86.89437339999999,58.343289,6877895.78
8380.0,85.9147608,71.2457866,6877911.25
8400.0,84.8089184,78.89512500000001,6877934.07
8420.0,83.6423803,83.77759989999998,6877964.22
8440.0,82.4432061,87.1083595,6878001.67
8460.0,81.22476859999999,89.50233889999998,6878046.38
8480.0,79.9941058,91.29372109999997,6878098.3
8500.0,78.7552345,92.676894,6878157.390000001
8520.0,77.5106007,93.77168710000001,6878223.57
8540.0,76.26177419999999,94.65563409999999,6878296.79
8560.0,75.0098065,95.38097140000002,6878376.95
8580.0,73.75542779999999,95.98410899999999,6878463.99
8600.0,72.49916019999999,96.49116879999997,6878557.79
8620.0,71.2413871,96.92136110000001,6878658.2700000005
8640.0,69.98239629999999,97.28911949999997,6878765.3
8660.0,68.7224078,97.60549349999997,6878878.78
8680.0,67.461593,97.87908219999997,6878998.58
8700.0,66.20008729999999,98.11667620000003,6879124.58
8720.0,64.93799899999999,98.32370830000002,6879256.63
8740.0,63.6754161,98.50457599999999,6879394.61
8760.0,62.412410599999994,98.66287649999998,6879538.37
8780.0,61.149042099999996,98.80158080000001,6879687.76
8800.0,59.885360399999996,98.92316419999997,6879842.63
8820.0,58.6214077,99.02970549999998,6880002.8100000005
8840.0,57.3572196,99.12296309999999,6880168.13
8860.0,56.092826499999994,99.20443510000001,6880338.42
8880.0,54.828255,99.2754051,6880513.51
8900.0,53.563527699999995,99.3369798,6880693.21
8920.0,52.2986648,99.39011879999998,6880877.33
8940.0,51.0336837,99.43565749999999,6881065.68
8960.0,49.7686,99.4743277,6881258.07
8980.0,48.5034275,99.50677259999998,6881454.3100000005
9000.0,47.2381783,99.53356009999999,6881654.2
9020.0,45.9728636,99.55519370000002,6881857.54
9040.0,44.707493199999995,99.57212149999998,6882064.140000001
9060.0,43.4420761,99.58474360000002,6882273.79
9080.0,42.1766204,99.5934186,6882486.3
9100.0,40.9111335,99.59846909999999,6882701.45
9120.0,39.6456223,99.60018559999997,6882919.04
9140.0,38.3800928,99.5988314,6883138.86
9160.0,37.1145509,99.5946452,6883360.68
9180.0,35.8490019,99.5878442,6883584.3
9200.0,34.583450899999995,99.57862669999997,6883809.49
9220.0,33.317902499999995,99.56717420000001,6884036.03
9240.0,32.0523611,99.553653,6884263.72
9260.0,30.786830899999998,99.53821629999999,6884492.350000001
9280.0,29.5213158,99.5210055,6884721.7
9300.0,28.2558194,99.50215120000001,6884951.57
9320.0,26.990345299999998,99.48177450000003,6885181.78
9340.0,25.7248968,99.4599882,6885412.12
9360.0,24.459476799999997,99.43689719999998,6885642.4
9380.0,23.1940885,99.41259960000002,6885872.43
9400.0,21.928734499999997,99.3871873,6886102.03
9420.0,20.6634176,99.36074669999999,6886331.01
9440.0,19.398140299999998,99.33335920000002,6886559.19
9460.0,18.1329052,99.3051016,6886786.38
9480.0,16.8677146,99.27604680000002,6887012.42
9500.0,15.6025707,99.24626390000003,6887237.12
9520.0,14.337475699999999,99.21581909999998,6887460.34
9540.0,13.0724319,99.18477530000001,6887681.890000001
9560.0,11.8074411,99.15319310000001,6887901.63
9580.0,10.542505499999999,99.12113069999998,6888119.4
9600.0,9.2776268,99.08864440000002,6888335.04
9620.0,8.0128071,99.05578860000003,6888548.42
9640.0,6.748048,99.0226164,6888759.38
9660.0,5.4833514999999995,98.98917940000001,6888967.8100000005
9680.0,4.2187192,98.95552829999997,6889173.5600000005
9700.0,2.9541527999999997,98.92171289999999,6889376.51
9720.0,1.689654,98.88778230000003,6889576.5600000005
9740.0,0.4252244,98.8537852,6889773.59
9760.0,-0.8391343,98.81977,6889967.51
9780.0,-2.1034205999999998,98.78578499999998,6890158.22
9800.0,-3.3676329,98.7518786,6890345.640000001
9820.0,-4.6317699,98.71809960000002,6890529.7
9840.0,-5.8958299,98.68449720000001,6890710.33
9860.0,-7.1598117,98.65112110000001,6890887.46
9880.0,-8.4237138,98.6180223,6891061.04
9900.0,-9.6875348,98.58525259999999,6891231.01
9920.0,-10.9512734,98.552865,6891397.34
9940.0,-12.2149284,98.5209145,6891559.99
9960.0,-13.4784983,98.48945730000003,6891718.92
9980.0,-14.741981899999999,98.45855219999999,6891874.100000001
10000.0,-16.005378,98.4282599,6892025.53
10020.0,-17.2686851,98.39864390000002,6892173.18
10040.0,-18.531902,98.36977079999997,6892317.04
10060.0,-19.7950275,98.3417101,6892457.11
10080.0,-21.0580601,98.31453540000001,6892593.38
10100.0,-22.320998499999998,98.28832419999998,6892725.86
10120.0,-23.5838413,98.2631586,6892854.55
10140.0,-24.846587099999997,98.23912569999999,6892979.46
10160.0,-26.1092342,98.2163185,6893100.600000001
10180.0,-27.3717811,98.19483600000001,6893218.01
10200.0,-28.634225999999998,98.1747843,6893331.69
10220.0,-29.8965672,98.1562773,6893441.67
10240.0,-31.1588028,98.13943749999999,6893548.0
10260.0,-32.4209306,98.12439719999998,6893650.71
10280.0,-33.6829485,98.11129940000001,6893749.83
10300.0,-34.944854,98.1002992,6893845.42
10320.0,-36.2066446,98.09156530000001,6893937.5200000005
10340.0,-37.4683174,98.08528160000003,6894026.17
10360.0,-38.729869199999996,98.08164899999997,6894111.44
10380.0,-39.9912966,98.0808879,6894193.37
10400.0,-41.2525956,98.08324060000001,6894272.0200000005
10420.0,-42.5137621,98.08897409999997,6894347.45
10440.0,-43.774791099999995,98.09838350000001,6894419.71
10460.0,-45.035677299999996,98.1117964,6894488.88
10480.0,-46.2964147,98.1295768,6894555.0200000005
10500.0,-47.5569962,98.15213159999996,6894618.19
10520.0,-48.817414199999995,98.17991599999999,6894678.46
10540.0,-50.0776597,98.21344219999997,6894735.9
10560.0,-51.337722799999995,98.25328789999998,6894790.58
10580.0,-52.5975918,98.30010749999997,6894842.59
10600.0,-53.8572534,98.35464609999997,6894891.98
10620.0,-55.1166923,98.41775469999999,6894938.83
10640.0,-56.3758907,98.490411,6894983.23
10660.0,-57.6348279,98.57374329999999,6895025.23
10680.0,-58.8934797,98.66906119999999,6895064.92
10700.0,-60.1518174,98.77789339999998,6895102.37
10720.0,-61.4098074,98.90203600000001,6895137.66
10740.0,-62.6674096,99.04361340000003,6895170.850000001
10760.0,-63.9245756,99.2051568,6895202.01
10780.0,-65.1812472,99.38970719999998,6895231.21
10800.0,-66.4373536,99.60094939999999,6895258.5
