event_id,event_date,storm_group_id,storm_min_time_ut,min_symh_or_dst,storm_class,include_reason,phase_window,priority_level
storm_039_2012030908_20120308,2012-03-08,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_039_2012030908_20120309,2012-03-09,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_039_2012030908_20120310,2012-03-10,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_039_2012030908_20120311,2012-03-11,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_039_2012030908_20120312,2012-03-12,storm_039_2012030908,2012-03-09T08:30:00Z,-145.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_051_2012042404_20120422,2012-04-22,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_051_2012042404_20120423,2012-04-23,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_051_2012042404_20120424,2012-04-24,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_051_2012042404_20120425,2012-04-25,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_051_2012042404_20120426,2012-04-26,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_051_2012042404_20120427,2012-04-27,storm_051_2012042404,2012-04-24T04:30:00Z,-120.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_060_2012071516_20120713,2012-07-13,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_060_2012071516_20120714,2012-07-14,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_060_2012071516_20120715,2012-07-15,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_060_2012071516_20120716,2012-07-16,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_060_2012071516_20120717,2012-07-17,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_060_2012071516_20120718,2012-07-18,storm_060_2012071516,2012-07-15T16:30:00Z,-139.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_065_2012100104_20120929,2012-09-29,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_065_2012100104_20120930,2012-09-30,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_065_2012100104_20121001,2012-10-01,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_065_2012100104_20121002,2012-10-02,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_065_2012100104_20121003,2012-10-03,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_065_2012100104_20121004,2012-10-04,storm_065_2012100104,2012-10-01T04:30:00Z,-122.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_066_2012100908_20121007,2012-10-07,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_066_2012100908_20121008,2012-10-08,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_066_2012100908_20121009,2012-10-09,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_066_2012100908_20121010,2012-10-10,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_066_2012100908_20121011,2012-10-11,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_066_2012100908_20121012,2012-10-12,storm_066_2012100908,2012-10-09T08:30:00Z,-109.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_072_2012111407_20121112,2012-11-12,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_072_2012111407_20121113,2012-11-13,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_072_2012111407_20121114,2012-11-14,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_072_2012111407_20121115,2012-11-15,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_072_2012111407_20121116,2012-11-16,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_072_2012111407_20121117,2012-11-17,storm_072_2012111407,2012-11-14T07:30:00Z,-108.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_078_2013031720_20130315,2013-03-15,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_078_2013031720_20130316,2013-03-16,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_078_2013031720_20130317,2013-03-17,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_078_2013031720_20130318,2013-03-18,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_078_2013031720_20130319,2013-03-19,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_078_2013031720_20130320,2013-03-20,storm_078_2013031720,2013-03-17T20:30:00Z,-132.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_090_2013060108_20130530,2013-05-30,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_090_2013060108_20130531,2013-05-31,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_090_2013060108_20130601,2013-06-01,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_090_2013060108_20130602,2013-06-02,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_090_2013060108_20130603,2013-06-03,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_090_2013060108_20130604,2013-06-04,storm_090_2013060108,2013-06-01T08:30:00Z,-124.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_093_2013062906_20130627,2013-06-27,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_093_2013062906_20130628,2013-06-28,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_093_2013062906_20130629,2013-06-29,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_093_2013062906_20130630,2013-06-30,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_093_2013062906_20130701,2013-07-01,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_093_2013062906_20130702,2013-07-02,storm_093_2013062906,2013-06-29T06:30:00Z,-102.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_114_2014021908_20140217,2014-02-17,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_114_2014021908_20140218,2014-02-18,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_114_2014021908_20140219,2014-02-19,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_114_2014021908_20140220,2014-02-20,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_114_2014021908_20140221,2014-02-21,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_114_2014021908_20140222,2014-02-22,storm_114_2014021908,2014-02-19T08:30:00Z,-119.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_145_2015010711_20150105,2015-01-05,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_145_2015010711_20150106,2015-01-06,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_145_2015010711_20150107,2015-01-07,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_145_2015010711_20150108,2015-01-08,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_145_2015010711_20150109,2015-01-09,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_145_2015010711_20150110,2015-01-10,storm_145_2015010711,2015-01-07T11:30:00Z,-107.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_153_2015031722_20150315,2015-03-15,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,super_storm_subset
storm_153_2015031722_20150316,2015-03-16,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,super_storm_subset
storm_153_2015031722_20150317,2015-03-17,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_min_day,super_storm_subset
storm_153_2015031722_20150318,2015-03-18,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,super_storm_subset
storm_153_2015031722_20150319,2015-03-19,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,super_storm_subset
storm_153_2015031722_20150320,2015-03-20,storm_153_2015031722,2015-03-17T22:30:00Z,-234.0,super_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,super_storm_subset
storm_174_2015062304_20150621,2015-06-21,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_174_2015062304_20150622,2015-06-22,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_174_2015062304_20150623,2015-06-23,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_174_2015062304_20150624,2015-06-24,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_174_2015062304_20150625,2015-06-25,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_174_2015062304_20150626,2015-06-26,storm_174_2015062304,2015-06-23T04:30:00Z,-198.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_192_2015082720_20150825,2015-08-25,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_192_2015082720_20150826,2015-08-26,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_192_2015082720_20150827,2015-08-27,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_192_2015082720_20150828,2015-08-28,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_192_2015082720_20150829,2015-08-29,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_192_2015082720_20150830,2015-08-30,storm_192_2015082720,2015-08-27T20:30:00Z,-103.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_195_2015090912_20150907,2015-09-07,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_195_2015090912_20150908,2015-09-08,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_195_2015090912_20150909,2015-09-09,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_195_2015090912_20150910,2015-09-10,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_195_2015090912_20150911,2015-09-11,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_195_2015090912_20150912,2015-09-12,storm_195_2015090912,2015-09-09T12:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_201_2015100709_20151005,2015-10-05,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_201_2015100709_20151006,2015-10-06,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_201_2015100709_20151007,2015-10-07,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_201_2015100709_20151008,2015-10-08,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_201_2015100709_20151009,2015-10-09,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_201_2015100709_20151010,2015-10-10,storm_201_2015100709,2015-10-07T09:30:00Z,-101.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_202_2015100722_20151005,2015-10-05,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_202_2015100722_20151006,2015-10-06,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_202_2015100722_20151007,2015-10-07,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_202_2015100722_20151008,2015-10-08,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_202_2015100722_20151009,2015-10-09,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_202_2015100722_20151010,2015-10-10,storm_202_2015100722,2015-10-07T22:30:00Z,-130.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_223_2015122022_20151218,2015-12-18,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_223_2015122022_20151219,2015-12-19,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_223_2015122022_20151220,2015-12-20,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
storm_223_2015122022_20151221,2015-12-21,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_1,major_subset
storm_223_2015122022_20151222,2015-12-22,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_2,major_subset
storm_223_2015122022_20151223,2015-12-23,storm_223_2015122022,2015-12-20T22:30:00Z,-166.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_plus_3,major_subset
storm_225_2015123123_20151229,2015-12-29,storm_225_2015123123,2015-12-31T23:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_2,major_subset
storm_225_2015123123_20151230,2015-12-30,storm_225_2015123123,2015-12-31T23:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_day_minus_1,major_subset
storm_225_2015123123_20151231,2015-12-31,storm_225_2015123123,2015-12-31T23:30:00Z,-105.0,major_storm,dst_threshold_strong_pm2_p3,storm_min_day,major_subset
